codeindyr,code,country,year,indicator,estimate,stddev,nsource,pctrank,pctranklower,pctrankupper,adb,afr,asd,bps,bti,ccr,ebr,eiu,eqi,frh,gcb,gcs,gii,gwp,her,hum,hrm,ifd,ijt,ipd,irp,lbo,msi,obi,pia,prc,prs,rsf,tpr,vab,vdm,wbs,wcy,wjp,wmo,scalemean,scalesd,country_iso
BHScc1996,BHS,"Bahamas, The",1996,cc,1.1568101644515991,0.41814500093460083,2,83.87096405029297,69.89247131347656,93.01074981689453,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.6666666666666666,..,..,..,..,..,..,..,0.875,0.0133735816925764,0.9364799857139589,
CPVcc1996,CPV,Cape Verde,1996,cc,1.143337368965149,0.43947985768318176,1,83.33333587646484,69.3548355102539,93.01074981689453,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.801431688703748,..,..,..,..,0.0133735816925764,0.9364799857139589,
ZARcc1996,ZAR,"Congo, Dem. Rep.",1996,cc,-1.6478519439697266,0.3159140348434448,3,0,0,12.365591049194336,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,0.17067101579215,..,..,..,0.125,0.0133735816925764,0.9364799857139589,
COGcc1996,COG,"Congo, Rep.",1996,cc,-0.8607403039932251,0.3159140348434448,3,23.1182804107666,3.225806474685669,45.69892501831055,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,..,0.358483863522118,..,..,..,0.125,0.0133735816925764,0.9364799857139589,
EGYcc1996,EGY,"Egypt, Arab Rep.",1996,cc,-0.4722543954849243,0.24490652978420258,5,38.709678649902344,19.892473220825195,53.7634391784668,..,..,..,..,..,..,..,0.25,..,..,..,0.8333333333333334,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3333333333333333,..,..,..,0.146032697661282,..,..,..,0.375,0.0133735816925764,0.9364799857139589,
GMBcc1996,GMB,"Gambia, The",1996,cc,-0.3741952180862427,0.3159140348434448,3,43.54838562011719,19.354839324951172,60.752689361572266,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,..,0.413409938167098,..,..,..,0.375,0.0133735816925764,0.9364799857139589,
HKGcc1996,HKG,"Hong Kong SAR, China",1996,cc,1.4448941946029663,0.2049514353275299,6,89.78494262695312,81.18279266357422,93.01074981689453,..,..,..,..,..,..,..,0.75,..,..,..,0.8733333333333334,..,..,..,..,..,..,..,..,..,..,..,..,..,0.6970000000000001,0.8333333333333334,..,..,..,..,..,0.7085,..,0.75,0.0133735816925764,0.9364799857139589,
IRNcc1996,IRN,"Iran, Islamic Rep.",1996,cc,-0.4806067645549774,0.26207658648490906,4,37.63440704345703,18.817203521728516,54.30107498168945,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.6666666666666666,..,..,..,0.365472939049576,..,..,..,0.5,0.0133735816925764,0.9364799857139589,
JEYcc1996,JEY,"Jersey, Channel Islands",1996,cc,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0133735816925764,0.9364799857139589,
PRKcc1996,PRK,"Korea, Dem. Rep.",1996,cc,-1.284346580505371,0.3159140348434448,3,4.838709831237793,0,25.80645179748535,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3333333333333333,..,..,..,0.31363527566439,..,..,..,0,0.0133735816925764,0.9364799857139589,
KORcc1996,KOR,"Korea, Rep.",1996,cc,0.38219743967056274,0.1886216253042221,7,65.59140014648438,59.13978576660156,74.73118591308594,..,..,..,..,..,..,..,0.5,..,..,..,0.4483333333333333,..,..,..,..,..,..,..,..,..,..,..,..,..,0.229,0.8333333333333334,..,..,..,0.738011884998466,..,0.4493,..,0.5,0.0133735816925764,0.9364799857139589,
KSVcc1996,KSV,Kosovo,1996,cc,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0133735816925764,0.9364799857139589,
LAOcc1996,LAO,Lao PDR,1996,cc,-0.7228339314460754,0.34050697088241577,2,28.4946231842041,4.838709831237793,50.537635803222656,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.245101045111075,..,..,..,0.375,0.0133735816925764,0.9364799857139589,
MACcc1996,MAC,"Macao SAR, China",1996,cc,0.4216510057449341,0.480888694524765,1,69.3548355102539,44.086021423339844,84.40859985351562,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.625,0.0133735816925764,0.9364799857139589,
FSMcc1996,FSM,"Micronesia, Fed. Sts.",1996,cc,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0133735816925764,0.9364799857139589,
ANTcc1996,ANT,Netherlands Antilles (former),1996,cc,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0133735816925764,0.9364799857139589,
KNAcc1996,KNA,St. Kitts and Nevis,1996,cc,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0133735816925764,0.9364799857139589,
LCAcc1996,LCA,St. Lucia,1996,cc,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0133735816925764,0.9364799857139589,
VCTcc1996,VCT,St. Vincent and the Grenadines,1996,cc,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0133735816925764,0.9364799857139589,
STPcc1996,STP,São Tomé and Principe,1996,cc,0.40166717767715454,0.34050697088241577,2,66.66666412353516,51.07526779174805,81.18279266357422,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.671997775203134,..,..,..,0.5,0.0133735816925764,0.9364799857139589,
TWNcc1996,TWN,"Taiwan, China",1996,cc,0.5808210372924805,0.1886216253042221,7,73.11827850341797,62.90322494506836,80.10752868652344,..,..,..,..,..,..,..,0.5,..,..,..,0.6183333333333333,..,..,..,..,..,..,..,..,..,..,..,..,..,0.404,0.6666666666666666,..,..,..,0.61178360907313,..,0.4416,..,0.75,0.0133735816925764,0.9364799857139589,
VENcc1996,VEN,"Venezuela, RB",1996,cc,-0.8629471063613892,0.21032509207725525,6,22.580644607543945,7.526881694793701,35.48387145996094,..,..,..,..,..,..,..,0,..,..,..,0.3066666666666666,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,..,0.310804021629683,..,0.1,..,0.25,0.0133735816925764,0.9364799857139589,
VIRcc1996,VIR,Virgin Islands (U.S.),1996,cc,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0133735816925764,0.9364799857139589,
WBGcc1996,WBG,West Bank and Gaza,1996,cc,0.04149150848388672,0.34050697088241577,2,59.13978576660156,35.48387145996094,73.11827850341797,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.714368241433645,..,..,..,0.25,0.0133735816925764,0.9364799857139589,
YEMcc1996,YEM,"Yemen, Rep.",1996,cc,-0.743732213973999,0.26207658648490906,4,27.419355392456055,8.602150917053223,47.31182861328125,..,..,..,..,..,..,..,0.25,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,..,0.120446354686687,..,..,..,0.375,0.0133735816925764,0.9364799857139589,
BHSge1996,BHS,"Bahamas, The",1996,ge,1.3732420206069946,0.18166141211986542,2,87.43169403076172,83.60655975341797,90.71038055419922,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.75,..,..,..,..,..,..,..,0.875,-0.0150339677929878,0.9850459098815918,
CPVge1996,CPV,Cape Verde,1996,ge,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.0150339677929878,0.9850459098815918,
ZARge1996,ZAR,"Congo, Dem. Rep.",1996,ge,-1.6499978303909302,0.18166141211986542,2,3.825136661529541,1.0928962230682373,6.010929107666016,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.25,..,..,..,..,..,..,..,0.125,-0.0150339677929878,0.9850459098815918,
COGge1996,COG,"Congo, Rep.",1996,ge,-1.16929292678833,0.18166141211986542,2,9.836065292358398,3.825136661529541,20.76502799987793,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.25,..,..,..,..,..,..,..,0.25,-0.0150339677929878,0.9850459098815918,
EGYge1996,EGY,"Egypt, Arab Rep.",1996,ge,-0.47367608547210693,0.17166326940059662,4,36.065574645996094,21.85792350769043,48.087432861328125,..,..,..,..,..,..,..,0.5,..,..,..,0.7124999999999999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,..,..,..,..,..,0.375,-0.0150339677929878,0.9850459098815918,
GMBge1996,GMB,"Gambia, The",1996,ge,-0.6190828680992126,0.18166141211986542,2,32.24043655395508,18.032787322998047,43.71584701538086,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,..,..,..,..,..,0.375,-0.0150339677929878,0.9850459098815918,
HKGge1996,HKG,"Hong Kong SAR, China",1996,ge,1.036225438117981,0.16825921833515167,5,83.60655975341797,75.40983581542969,86.33879852294922,..,..,..,..,..,..,..,0.625,..,..,..,0.7366666666666667,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.875,..,..,..,..,..,0.7676,..,0.75,-0.0150339677929878,0.9850459098815918,
IRNge1996,IRN,"Iran, Islamic Rep.",1996,ge,-0.6000682711601257,0.1739037185907364,3,32.78688430786133,20.218578338623047,44.26229476928711,..,..,..,..,..,..,..,0.125,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.75,..,..,..,..,..,..,..,0.375,-0.0150339677929878,0.9850459098815918,
JEYge1996,JEY,"Jersey, Channel Islands",1996,ge,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.0150339677929878,0.9850459098815918,
PRKge1996,PRK,"Korea, Dem. Rep.",1996,ge,-1.890350341796875,0.18166141211986542,2,1.6393442153930664,0,3.825136661529541,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.25,..,..,..,..,..,..,..,0.0625,-0.0150339677929878,0.9850459098815918,
KORge1996,KOR,"Korea, Rep.",1996,ge,0.47371864318847656,0.16825921833515167,5,67.2131118774414,60.655738830566406,75.40983581542969,..,..,..,..,..,..,..,0.75,..,..,..,0.4791666666666666,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.875,..,..,..,..,..,0.3461,..,0.625,-0.0150339677929878,0.9850459098815918,
KSVge1996,KSV,Kosovo,1996,ge,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.0150339677929878,0.9850459098815918,
LAOge1996,LAO,Lao PDR,1996,ge,-0.6369361281394958,0.18761755526065826,1,30.601093292236328,16.939889907836914,43.71584701538086,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.375,-0.0150339677929878,0.9850459098815918,
MACge1996,MAC,"Macao SAR, China",1996,ge,0.3885507583618164,0.18761755526065826,1,64.48087310791016,57.92349624633789,75.40983581542969,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.625,-0.0150339677929878,0.9850459098815918,
FSMge1996,FSM,"Micronesia, Fed. Sts.",1996,ge,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.0150339677929878,0.9850459098815918,
ANTge1996,ANT,Netherlands Antilles (former),1996,ge,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.0150339677929878,0.9850459098815918,
KNAge1996,KNA,St. Kitts and Nevis,1996,ge,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.0150339677929878,0.9850459098815918,
LCAge1996,LCA,St. Lucia,1996,ge,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.0150339677929878,0.9850459098815918,
VCTge1996,VCT,St. Vincent and the Grenadines,1996,ge,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.0150339677929878,0.9850459098815918,
STPge1996,STP,São Tomé and Principe,1996,ge,-0.38056445121765137,0.18761755526065826,1,41.53005599975586,25.683059692382812,55.73770523071289,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.4375,-0.0150339677929878,0.9850459098815918,
TWNge1996,TWN,"Taiwan, China",1996,ge,0.5534752607345581,0.16825921833515167,5,69.39891052246094,62.295082092285156,77.04917907714844,..,..,..,..,..,..,..,0.75,..,..,..,0.5650000000000001,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.875,..,..,..,..,..,0.5413666666666667,..,0.625,-0.0150339677929878,0.9850459098815918,
VENge1996,VEN,"Venezuela, RB",1996,ge,-0.5407133102416992,0.16798847913742065,6,34.426231384277344,21.31147575378418,45.90163803100586,..,..,..,..,..,..,..,0,..,..,..,0.3166666666666667,..,..,..,..,..,..,..,..,..,0.16,..,..,..,..,0.5,..,..,..,..,..,0.2190333333333333,..,0.4375,-0.0150339677929878,0.9850459098815918,
VIRge1996,VIR,Virgin Islands (U.S.),1996,ge,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.0150339677929878,0.9850459098815918,
WBGge1996,WBG,West Bank and Gaza,1996,ge,-1.1496796607971191,0.18761755526065826,1,12.021858215332031,3.825136661529541,21.31147575378418,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.25,-0.0150339677929878,0.9850459098815918,
YEMge1996,YEM,"Yemen, Rep.",1996,ge,-0.6241546273231506,0.1739037185907364,3,31.693988800048828,19.125682830810547,43.71584701538086,..,..,..,..,..,..,..,0.25,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,..,..,..,..,..,0.375,-0.0150339677929878,0.9850459098815918,
BHSpv1996,BHS,"Bahamas, The",1996,pv,1.0710177421569824,0.42171597480773926,3,85.63829803466797,59.574466705322266,100,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,0.8901515151515152,..,..,..,..,..,..,..,0.875,0.0243215654045343,0.927388608455658,
CPVpv1996,CPV,Cape Verde,1996,pv,1.0355514287948608,0.6160598397254944,1,82.44680786132812,47.87234115600586,100,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0243215654045343,0.927388608455658,
ZARpv1996,ZAR,"Congo, Dem. Rep.",1996,pv,-2.6828129291534424,0.42171597480773926,3,0,0,3.7234041690826416,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.125,..,..,..,..,..,..,..,..,..,..,0.2462121212121212,..,..,..,..,..,..,..,0.1875,0.0243215654045343,0.927388608455658,
COGpv1996,COG,"Congo, Rep.",1996,pv,-1.2249449491500854,0.42171597480773926,3,11.170212745666504,3.7234041690826416,27.12765884399414,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,..,..,..,..,..,..,..,..,0.6893939393939393,..,..,..,..,..,..,..,0.1875,0.0243215654045343,0.927388608455658,
EGYpv1996,EGY,"Egypt, Arab Rep.",1996,pv,-0.5260319709777832,0.3739123046398163,4,27.659574508666992,13.297872543334961,49.46808624267578,..,..,..,..,..,..,..,0.55,..,..,..,..,..,..,..,0.46875,..,..,..,..,..,..,..,..,..,..,0.7272727272727273,..,..,..,..,..,..,..,0.5,0.0243215654045343,0.927388608455658,
GMBpv1996,GMB,"Gambia, The",1996,pv,0.559609055519104,0.42171597480773926,3,64.89361572265625,43.085105895996094,90.42552947998047,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.8125,..,..,..,..,..,..,..,..,..,..,0.821969696969697,..,..,..,..,..,..,..,0.8125,0.0243215654045343,0.927388608455658,
HKGpv1996,HKG,"Hong Kong SAR, China",1996,pv,0.5765650868415833,0.4312206506729126,3,67.02127838134766,43.61701965332031,90.42552947998047,..,..,..,..,..,..,..,0.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.8674242424242425,..,..,..,..,..,..,..,0.9375,0.0243215654045343,0.927388608455658,
IRNpv1996,IRN,"Iran, Islamic Rep.",1996,pv,-0.324623703956604,0.3739123046398163,4,36.17021179199219,19.680850982666016,57.446807861328125,..,..,..,..,..,..,..,0.5,..,..,..,..,..,..,..,0.34375,..,..,..,..,..,..,..,..,..,..,0.8636363636363636,..,..,..,..,..,..,..,0.625,0.0243215654045343,0.927388608455658,
JEYpv1996,JEY,"Jersey, Channel Islands",1996,pv,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0243215654045343,0.927388608455658,
PRKpv1996,PRK,"Korea, Dem. Rep.",1996,pv,-0.505626380443573,0.42171597480773926,3,28.723403930664062,11.702127456665039,53.191490173339844,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,0.75,..,..,..,..,..,..,..,0.9375,0.0243215654045343,0.927388608455658,
KORpv1996,KOR,"Korea, Rep.",1996,pv,0.5667714476585388,0.3739123046398163,4,65.95744323730469,46.27659606933594,89.36170196533203,..,..,..,..,..,..,..,0.8,..,..,..,..,..,..,..,0.65625,..,..,..,..,..,..,..,..,..,..,0.8863636363636365,..,..,..,..,..,..,..,0.75,0.0243215654045343,0.927388608455658,
KSVpv1996,KSV,Kosovo,1996,pv,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0243215654045343,0.927388608455658,
LAOpv1996,LAO,Lao PDR,1996,pv,0.3718307614326477,0.4748072028160095,2,59.574466705322266,31.914894104003906,87.76596069335938,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5625,0.0243215654045343,0.927388608455658,
MACpv1996,MAC,"Macao SAR, China",1996,pv,0.2646317183971405,0.613030731678009,1,56.914894104003906,22.87234115600586,90.42552947998047,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.75,0.0243215654045343,0.927388608455658,
FSMpv1996,FSM,"Micronesia, Fed. Sts.",1996,pv,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0243215654045343,0.927388608455658,
ANTpv1996,ANT,Netherlands Antilles (former),1996,pv,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0243215654045343,0.927388608455658,
KNApv1996,KNA,St. Kitts and Nevis,1996,pv,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0243215654045343,0.927388608455658,
LCApv1996,LCA,St. Lucia,1996,pv,1.0355514287948608,0.6160598397254944,1,82.44680786132812,47.87234115600586,100,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0243215654045343,0.927388608455658,
VCTpv1996,VCT,St. Vincent and the Grenadines,1996,pv,1.0355514287948608,0.6160598397254944,1,82.44680786132812,47.87234115600586,100,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0243215654045343,0.927388608455658,
STPpv1996,STP,São Tomé and Principe,1996,pv,1.050371766090393,0.4748072028160095,2,84.57447052001953,56.914894104003906,100,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.875,0.0243215654045343,0.927388608455658,
TWNpv1996,TWN,"Taiwan, China",1996,pv,1.056969165802002,0.3739123046398163,4,85.10638427734375,60.63829803466797,100,..,..,..,..,..,..,..,0.9,..,..,..,..,..,..,..,0.875,..,..,..,..,..,..,..,..,..,..,0.8674242424242425,..,..,..,..,..,..,..,0.875,0.0243215654045343,0.927388608455658,
VENpv1996,VEN,"Venezuela, RB",1996,pv,-0.5840482115745544,0.3739123046398163,4,26.06382942199707,11.702127456665039,48.40425491333008,..,..,..,..,..,..,..,0.5,..,..,..,..,..,..,..,0.28125,..,..,..,..,..,..,..,..,..,..,0.7992424242424242,..,..,..,..,..,..,..,0.5625,0.0243215654045343,0.927388608455658,
VIRpv1996,VIR,Virgin Islands (U.S.),1996,pv,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0243215654045343,0.927388608455658,
WBGpv1996,WBG,West Bank and Gaza,1996,pv,-1.4057260751724243,0.4748072028160095,2,9.042552947998047,2.127659559249878,23.93617057800293,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.375,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.25,0.0243215654045343,0.927388608455658,
YEMpv1996,YEM,"Yemen, Rep.",1996,pv,-1.3115378618240356,0.3739123046398163,4,9.574467658996582,3.7234041690826416,22.87234115600586,..,..,..,..,..,..,..,0.2,..,..,..,..,..,..,..,0.28125,..,..,..,..,..,..,..,..,..,..,0.821969696969697,..,..,..,..,..,..,..,0.25,0.0243215654045343,0.927388608455658,
BHSrl1996,BHS,"Bahamas, The",1996,rl,1.146361231803894,0.3225049674510956,4,85.92964935302734,67.83919525146484,94.9748764038086,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.9,1,..,..,..,..,..,..,..,..,..,..,0.6666666666666666,..,..,..,..,..,..,..,0.875,0.0072105261497199,0.9658000469207764,
CPVrl1996,CPV,Cape Verde,1996,rl,1.044188141822815,0.44047337770462036,3,81.9095458984375,61.30653381347656,96.48241424560547,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.7,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.913232838464455,..,..,..,..,0.0072105261497199,0.9658000469207764,
ZARrl1996,ZAR,"Congo, Dem. Rep.",1996,rl,-1.8765634298324585,0.3154253661632538,4,1.0050251483917236,0,9.045226097106934,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3,..,..,..,..,..,..,..,..,..,..,..,0.1666666666666667,..,..,..,0.140434593765475,..,..,..,0.1875,0.0072105261497199,0.9658000469207764,
COGrl1996,COG,"Congo, Rep.",1996,rl,-1.0438100099563599,0.2995971441268921,5,17.587940216064453,5.025125503540039,32.66331481933594,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3,0.5,..,..,..,..,..,..,..,..,..,..,0.5,..,..,..,0.601997210685611,..,..,..,0.25,0.0072105261497199,0.9658000469207764,
EGYrl1996,EGY,"Egypt, Arab Rep.",1996,rl,0.0012624410446733236,0.2040473222732544,7,51.758792877197266,40.20100402832031,62.31155776977539,..,..,..,..,..,..,..,0.5,..,..,..,0.7983333333333333,..,..,0.5,0.5,..,..,..,..,..,..,..,..,..,..,0.6666666666666666,..,..,..,0.434039794749559,..,..,..,0.5,0.0072105261497199,0.9658000469207764,
GMBrl1996,GMB,"Gambia, The",1996,rl,0.016981299966573715,0.2995971441268921,5,52.26130676269531,36.68341827392578,63.31658172607422,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.7,0.5,..,..,..,..,..,..,..,..,..,..,0.8333333333333334,..,..,..,0.393802149347368,..,..,..,0.5625,0.0072105261497199,0.9658000469207764,
HKGrl1996,HKG,"Hong Kong SAR, China",1996,rl,0.750565767288208,0.20459707081317902,6,69.8492431640625,62.31155776977539,84.92462158203125,..,..,..,..,..,..,..,0.53125,..,..,..,0.792,..,..,0.9,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,0.6913750000000001,..,0.6875,0.0072105261497199,0.9658000469207764,
IRNrl1996,IRN,"Iran, Islamic Rep.",1996,rl,-0.9403389096260071,0.21242910623550415,6,19.597990036010742,9.547739028930664,32.160804748535156,..,..,..,..,..,..,..,0.15625,..,..,..,..,..,..,0.1,0,..,..,..,..,..,..,..,..,..,..,0.8333333333333334,..,..,..,0.375069995760875,..,..,..,0.625,0.0072105261497199,0.9658000469207764,
JEYrl1996,JEY,"Jersey, Channel Islands",1996,rl,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0072105261497199,0.9658000469207764,
PRKrl1996,PRK,"Korea, Dem. Rep.",1996,rl,-1.1540601253509521,0.2995971441268921,5,15.075376510620117,3.015075445175171,29.145729064941406,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,0,..,..,..,..,..,..,..,..,..,..,0.8333333333333334,..,..,..,0.0314930245129536,..,..,..,0.4375,0.0072105261497199,0.9658000469207764,
KORrl1996,KOR,"Korea, Rep.",1996,rl,0.7987473607063293,0.19423609972000122,8,71.35678100585938,63.31658172607422,85.42713928222656,..,..,..,..,..,..,..,0.6875,..,..,..,0.5753333333333333,..,..,0.9,0.5,..,..,..,..,..,..,..,..,..,..,0.8333333333333334,..,..,..,0.83057240011462,..,0.5383,..,0.75,0.0072105261497199,0.9658000469207764,
